0.814388489,0.453841148,0.608633094,0.696525794,1.837410072,0.44139402,1.817266187,0.607121941,2.798561151,0.526625935,2.697841727,0.832652471,0.850359712,-0.684169047,0.741007194,-0.430949713,1.75971223,-0.463519034,1.73381295,-0.277719533,2.789928058,-0.453316944,2.66618705,-0.102179965
0.861870504,0.388753118,0.663309353,0.66162467,1.860431655,0.386233325,1.85323741,0.526900691,2.824460432,0.441328947,2.738129496,0.782603666,0.861870504,-0.749437837,0.801438849,-0.488434981,1.797122302,-0.523632551,1.789928058,-0.342764181,2.801438849,-0.543711363,2.723741007,-0.157167131
0.89352518,0.316047865,0.723741007,0.631777593,1.883453237,0.321022378,1.871942446,0.446592676,2.818705036,0.35587289,2.772661871,0.737551065,0.867625899,-0.797147609,0.844604317,-0.548519576,1.817266187,-0.588857959,1.824460432,-0.420480098,2.784172662,-0.639275514,2.764028777,-0.212241061
0.890647482,0.215530892,0.784172662,0.59690539,1.915107914,0.250829688,1.883453237,0.37629876,2.795683453,0.250229565,2.810071942,0.672412422,,,0.870503597,-0.631304002,1.825899281,-0.659166335,1.846043165,-0.503286215,2.766906475,-0.72981454,2.807194245,-0.287401034
,,0.838848921,0.541903763,,,1.902158273,0.326141499,,,2.835971223,0.592140559,,,0.884892086,-0.716658834,1.84028777,-0.724420664,1.85323741,-0.59872745,,,2.838848921,-0.372669101
,,0.879136691,0.496880084,,,1.915107914,0.250829688,,,2.85323741,0.511825314,,,0.867625899,-0.797147609,1.877697842,-0.769458805,1.857553957,-0.704233397,,,2.850359712,-0.447988142
,,0.907913669,0.431698059,,,,,,,2.850359712,0.436433968,,,,,,,1.877697842,-0.769458805,,,2.844604317,-0.533444199
,,0.928057554,0.361447525,,,,,,,2.830215827,0.340855356,,,,,,,,,,,2.824460432,-0.608922309
,,0.925179856,0.301131557,,,,,,,2.795683453,0.250229565,,,,,,,,,,,2.795683453,-0.67439355
,,0.905035971,0.240728824,,,,,,,,,,,,,,,,,,,2.766906475,-0.72981454
,,0.890647482,0.215530892,,,,,,,,,,,,,,,,,,,,
